,joined,kind,link,location,market,name,pitch,raised,size,stage,website,query,type_,tech,min_size,lifetime,raised_month,k_raised,m_raised,b_raised,latitude,longitude,address
117,2010-12-01,startup,https://angel.co/hedgeable,new york city,startups,hedgeable,ai based private banking,1850000.0,1-10,seed,hedgeable.com,artificial intelligence,startup,javascript,1,100,18500.0,1850.0,1.85,0.00185,40.7308619,-73.9871558,
118,2011-04-01,startup,https://angel.co/inbot,berlin,social crm,inbot,your mobile sales assistant.,2600000.0,11-50,seed,inbot.io,artificial intelligence,startup,javascript,11,96,27083.333333333332,2600.0,2.6,0.0026,52.5170365,13.3888599,
119,2015-05-01,startup,https://angel.co/jobconvo,sao paulo,human resources,jobconvo,providing recruiting software solutions to help companies find best talents,240000.0,1-10,seed,jobconvo.com,artificial intelligence,startup,javascript,1,46,5217.391304347826,240.0,0.24,0.00024,-23.5506507,-46.6333824,
120,2013-10-01,startup,https://angel.co/saleschoice,toronto,sales automation,saleschoice,smarter sales prediction analytics leveraging ai,250000.0,11-50,seed,saleschoice.com,artificial intelligence,startup,javascript,11,65,3846.153846153846,250.0,0.25,0.00025,43.653963,-79.387207,
121,2012-09-01,startup,https://angel.co/viva-labs,norway,energy management,viva labs,artificial intelligence for homes,435000.0,1-10,seed,meetviva.com,artificial intelligence,startup,javascript,1,78,5576.923076923077,435.0,0.435,0.000435,64.5731537,11.5280364395482,
122,2012-12-01,startup,https://angel.co/bovcontrol,san francisco,internet of things,bovcontrol,the internet of cows,1500000.0,11-50,seed,bovcontrol.com,artificial intelligence,startup,javascript,11,75,20000.0,1500.0,1.5,0.0015,37.7792808,-122.4192363,
123,2013-04-01,startup,https://angel.co/beanworks-solutions-inc,vancouver,b2b,beanworks solutions,building an artificially intelligent accounting system,545000.0,11-50,seed,beanworks.com,artificial intelligence,startup,javascript,11,71,7676.056338028169,545.0,0.545,0.000545,49.2608724,-123.1139529,
124,2013-05-01,startup,https://angel.co/qoints,toronto,brand,qoints,digital and social media performance benchmarking for marketers,540000.0,1-10,seed,qoints.com,artificial intelligence,startup,javascript,1,70,7714.285714285715,540.0,0.54,0.00054,43.653963,-79.387207,
125,2013-09-01,startup,https://angel.co/3deye-by-efactorlabs,toronto,it management,3deye by efactorlabs,skype for video surveillance,135000.0,1-10,seed,efactorlabs.com,artificial intelligence,startup,javascript,1,66,2045.4545454545455,135.0,0.135,0.000135,43.653963,-79.387207,
126,2013-08-01,startup,https://angel.co/kiwi-ai,toronto,artificial intelligence,kiwi,software that helps people quit smoking,2500000.0,1-10,seed,kiwi.ai,artificial intelligence,startup,javascript,1,67,37313.432835820895,2500.0,2.5,0.0025,43.653963,-79.387207,
127,2013-11-01,startup,https://angel.co/multichannel-1,mountain view,advertising platforms,multichannel,cross channel marketing powered by artificial intelligence,3000000.0,1-10,seed,multichannel.net,artificial intelligence,startup,javascript,1,64,46875.0,3000.0,3.0,0.003,37.3893889,-122.0832101,
128,2014-05-01,startup,https://angel.co/heyshops,berlin,visualization,heyshops,visual search for local retail,500000.0,1-10,seed,heyshops.com,artificial intelligence,startup,javascript,1,58,8620.689655172413,500.0,0.5,0.0005,52.5170365,13.3888599,
129,2014-04-01,startup,https://angel.co/pathship,austin,,pathship,learning & development for the 21st century,1370000.0,11-50,seed,pathship.com,artificial intelligence,startup,javascript,11,59,23220.338983050846,1370.0,1.37,0.00137,30.2711286,-97.7436995,
130,2014-06-01,startup,https://angel.co/forecasthq,copenhagen,professional services,forecast,intelligent project insights for better business decisions,,11-50,seed,forecast.it,artificial intelligence,startup,javascript,11,57,,,,,55.6867243,12.5700724,
131,2014-10-01,startup,https://angel.co/pimmr,amsterdam,restaurants,pimmr,genius a.i. that discovers things you will love,988200.0,1-10,seed,pimmr.com,artificial intelligence,startup,javascript,1,53,18645.283018867925,988.2,0.9882,0.0009882,52.3745403,4.89797550561798,
132,2014-12-01,startup,https://angel.co/inligt,louisville,photo sharing,inligt,personal shopping assistant,17000.0,1-10,seed,Inligt.com,artificial intelligence,startup,javascript,1,51,333.3333333333333,17.0,0.017,1.7e-05,38.2542376,-85.759407,
133,2015-05-01,startup,https://angel.co/semantile,vancouver,big data analytics,semantile,semantic relevance engine,350000.0,1-10,seed,semantile.com,artificial intelligence,startup,javascript,1,46,7608.695652173913,350.0,0.35,0.00035,49.2608724,-123.1139529,
134,2014-04-01,startup,https://angel.co/littledata,cluj napoca,artificial intelligence / machine learning,littledata,ecommerce analytics automation,60000.0,11-50,seed,littledata.io,artificial intelligence,startup,javascript,11,59,1016.9491525423729,60.0,0.06,6e-05,46.7693367,23.5900604,
135,2014-09-01,startup,https://angel.co/skillaz,vilnius county,speech recognition,skillaz,staff selection platform,205000.0,1-10,seed,skillaz.co,artificial intelligence,startup,javascript,1,54,3796.296296296296,205.0,0.205,0.000205,54.82269205,25.2495340016795,
136,2012-07-01,startup,https://angel.co/wedidit,new york city,nonprofits,wedidit,the fundraising platform for fiscally sponsored projects. [500 startups b10],1025000.0,11-50,seed,wedid.it,machine learning,startup,javascript,11,80,12812.5,1025.0,1.025,0.001025,40.7308619,-73.9871558,
137,2013-03-01,startup,https://angel.co/tydy,new york city,personalization,tydy,we are building the future of work!,387000.0,11-50,seed,tydy.co,machine learning,startup,javascript,11,72,5375.0,387.0,0.387,0.000387,40.7308619,-73.9871558,
138,2013-08-01,startup,https://angel.co/taximotions,lisbon,real time,taximotions,your taxi business in motion,100000.0,1-10,seed,taximotions.com,machine learning,startup,javascript,1,67,1492.5373134328358,100.0,0.1,0.0001,38.7077507,-9.1365919,
139,2013-12-01,startup,https://angel.co/oppsites-,oakland,business services,oppsites,market network for city builders,,1-10,seed,oppsites.com,machine learning,startup,javascript,1,63,,,,,37.8044557,-122.2713563,
140,2014-02-01,startup,https://angel.co/language-zen,new york city,language learning,language zen,ai driven language learning,80000.0,1-10,seed,languagezen.com,machine learning,startup,javascript,1,61,1311.4754098360656,80.0,0.08,8e-05,40.7308619,-73.9871558,
141,2014-06-01,startup,https://angel.co/visitrend,cambridge,visualization,visitrend,interactive visual analytics for everything from web apps to advanced data analysis.,1250000.0,1-10,seed,visitrend.tumblr.com,machine learning,startup,javascript,1,57,21929.824561403508,1250.0,1.25,0.00125,52.2034823,0.1235817,
142,2014-08-01,startup,https://angel.co/tripdelta,vancouver,hotels,tripcombi,finds cheapest flights using machine learning,130000.0,1-10,seed,tripcombi.com,machine learning,startup,javascript,1,55,2363.6363636363635,130.0,0.13,0.00013,49.2608724,-123.1139529,
143,2013-04-01,startup,https://angel.co/www-girik-in,hyderabad,mobile commerce,www.girik.in,real time system for underutilized resources,30000.0,11-50,seed,girik.in,machine learning,startup,javascript,11,71,422.53521126760563,30.0,0.03,3e-05,17.3616079,78.4746286,
144,2016-07-01,startup,https://angel.co/kloud-view,denver,b2b,kloud view,one click saas analytics,60000.0,1-10,seed,kloudview.com,machine learning,startup,javascript,1,32,1875.0,60.0,0.06,6e-05,39.7392364,-104.9848623,
145,2016-06-01,startup,https://angel.co/gamex-io,dublin,big data analytics,gamex.io,google for gamers.,100000.0,1-10,seed,gamex.io,machine learning,startup,javascript,1,33,3030.3030303030305,100.0,0.1,0.0001,53.3497645,-6.2602732,
146,2011-07-01,startup,https://angel.co/taodyne,france,presentations,taodyne,"interactive 3d for business, science, education and art",183000.0,1-10,seed,taodyne.com,data science,startup,javascript,1,93,1967.741935483871,183.0,0.183,0.000183,46.603354,1.8883335,
147,2012-04-01,startup,https://angel.co/eduvee,london,k 12 education,eduvee,worlds leading adaptive learning platform,70000.0,1-10,seed,eduvee.com,data science,startup,javascript,1,83,843.3734939759037,70.0,0.07,7e-05,51.5073219,-0.1276474,
148,2012-04-01,startup,https://angel.co/metacell,,bioinformatics,metacell,building cutting edge life sciences software.,100000.0,1-10,seed,metacell.us,data science,startup,javascript,1,83,1204.8192771084337,100.0,0.1,0.0001,,,
149,2013-07-01,startup,https://angel.co/stirplate,new york city,bioinformatics,stirplate,science in real time,770000.0,1-10,seed,stirplate.io,data science,startup,javascript,1,68,11323.529411764706,770.0,0.77,0.00077,40.7308619,-73.9871558,
150,2013-08-01,startup,https://angel.co/echovate,charleston,human resources,echovate,social intelligence platform that replicates student success,500000.0,1-10,seed,echovate.com,data science,startup,javascript,1,67,7462.686567164179,500.0,0.5,0.0005,32.7876012,-79.9402728,
151,2013-11-01,startup,https://angel.co/ometria,london,retail technology,ometria,customer insight and marketing automation for retail,5100000.0,11-50,seed,ometria.com,data science,startup,javascript,11,64,79687.5,5100.0,5.1,0.0051,51.5073219,-0.1276474,
152,2014-05-01,startup,https://angel.co/kuveda,san jose,therapeutics,kuveda,big data analytics for cancer therapeutics,70000.0,1-10,seed,kuveda.com,data science,startup,javascript,1,58,1206.896551724138,70.0,0.07,7e-05,37.3361905,-121.8905833,
153,2015-02-01,startup,https://angel.co/peerwell,san francisco,big data,peerwell,musculoskeletal health data platform,2100000.0,11-50,seed,peerwell.co,data science,startup,javascript,11,49,42857.142857142855,2100.0,2.1,0.0021,37.7792808,-122.4192363,
154,2012-08-01,startup,https://angel.co/bindo,new york city,mobile commerce,bindo,unified local marketplace via seamless pos integration,1800000.0,51-200,seed,bindo.com,big data,startup,javascript,51,79,22784.810126582277,1800.0,1.8,0.0018,40.7308619,-73.9871558,
155,2013-04-01,startup,https://angel.co/supplyframe,san francisco,developer tools,supplyframe,organizing the world of engineering knowledge.,15500000.0,51-200,seed,supplyframe.com,big data,startup,javascript,51,71,218309.85915492958,15500.0,15.5,0.0155,37.7792808,-122.4192363,
156,2012-07-01,startup,https://angel.co/deeplink,new york city,web tools,deeplink,deep linking and mapping the native app web,1350000.0,1-10,seed,deeplink.me,big data,startup,javascript,1,80,16875.0,1350.0,1.35,0.00135,40.7308619,-73.9871558,
157,2012-07-01,startup,https://angel.co/hull,atlanta,personalization,hull,"enrich, transform, synchronize customer data across all of your services.",2200000.0,1-10,seed,hull.io,big data,startup,javascript,1,80,27500.0,2200.0,2.2,0.0022,33.7490987,-84.3901849,
158,2012-10-01,startup,https://angel.co/funnelfire,new york city,saas,funnelfire,sales effectiveness platform,225000.0,1-10,seed,funnelfire.com,big data,startup,javascript,1,77,2922.0779220779223,225.0,0.225,0.000225,40.7308619,-73.9871558,
159,2013-02-01,startup,https://angel.co/mercaris,washington dc,trading,mercaris,market data for organic agricultural commodities,780000.0,1-10,seed,mercariscompany.com,big data,startup,javascript,1,73,10684.931506849314,780.0,0.78,0.00078,38.8950092,-77.0365625,
160,2013-02-01,startup,https://angel.co/hangtime-1,san francisco,mobile,hangtime,kayak for events,3195000.0,1-10,seed,hangtime.com,big data,startup,javascript,1,73,43767.12328767123,3195.0,3.195,0.003195,37.7792808,-122.4192363,
161,2012-12-01,startup,https://angel.co/learnmetrics,chicago,k 12 education,learnmetrics,an operating system for education,875000.0,1-10,seed,learnmetrics.com,big data,startup,javascript,1,75,11666.666666666666,875.0,0.875,0.000875,41.8755616,-87.6244212,
162,2013-01-01,startup,https://angel.co/whale-path,san francisco,crowdsourcing,whale path,business research on demand for corporations (500 startups batch 8),1100000.0,1-10,seed,whalepath.com,big data,startup,javascript,1,74,14864.864864864865,1100.0,1.1,0.0011,37.7792808,-122.4192363,
163,2013-09-01,startup,https://angel.co/stathat-2,chicago,cloud data services,stathat,track custom stats,250000.0,1-10,seed,stathat.com,big data,startup,javascript,1,66,3787.878787878788,250.0,0.25,0.00025,41.8755616,-87.6244212,
164,2013-12-01,startup,https://angel.co/formisimo,manchester,big data,formisimo,analytics for online checkouts and forms,586000.0,11-50,seed,formisimo.com,big data,startup,javascript,11,63,9301.587301587302,586.0,0.586,0.000586,53.4794892,-2.2451148,
165,2011-05-01,startup,https://angel.co/d8a-group,philadelphia,data visualization,d8a group,predictive analytics,45000.0,1-10,seed,d8a.com,big data,startup,javascript,1,95,473.6842105263158,45.0,0.045,4.5e-05,39.9524152,-75.1635755,
166,2012-06-01,startup,https://angel.co/icrumz,ventura,social bookmarking,icrumz,digital launchpad,295000.0,1-10,seed,iCrumz.com,big data,startup,javascript,1,81,3641.9753086419755,295.0,0.295,0.000295,34.4458248,-119.0779359,
167,2012-06-01,startup,https://angel.co/mobozi,san francisco,mobile search,mobozi,search engine for mobile web applications,25000.0,1-10,seed,mobozi.com,big data,startup,javascript,1,81,308.641975308642,25.0,0.025,2.5e-05,37.7792808,-122.4192363,
168,2012-10-01,startup,https://angel.co/verifeed,washington dc,interest graph,verifeed,strategic social intelligence for profitable outcomes,968000.0,1-10,seed,verifeed.com,big data,startup,javascript,1,77,12571.42857142857,968.0,0.968,0.000968,38.8950092,-77.0365625,
169,2012-10-01,startup,https://angel.co/seejay,rome,brand,seejay,give your stories superpowers,130000.0,1-10,seed,seejay.co,big data,startup,javascript,1,77,1688.3116883116884,130.0,0.13,0.00013,41.894802,12.4853384,
170,2013-05-01,startup,https://angel.co/tilofy,los angeles,consumer behavior,tilofy,worlds first automated trend forecasting platform,2000000.0,11-50,seed,tilofy.com,big data,startup,javascript,11,70,28571.428571428572,2000.0,2.0,0.002,34.0536834,-118.2427669,
171,2013-05-01,startup,https://angel.co/socialite-1,london,events,socialite,your digital concierge,275000.0,1-10,seed,getsocialite.com,big data,startup,javascript,1,70,3928.5714285714284,275.0,0.275,0.000275,51.5073219,-0.1276474,
172,2013-04-01,startup,https://angel.co/cityheroes,san francisco,public safety,cityheroes,technology and collaboration for better and safer cities.,95000.0,1-10,seed,CityHero.es,big data,startup,javascript,1,71,1338.0281690140846,95.0,0.095,9.5e-05,37.7792808,-122.4192363,
173,2013-08-01,startup,https://angel.co/farm-at-hand,vancouver,enterprise resource planning,farm at hand,cloud based farm management software,1400000.0,1-10,seed,farmathand.com,big data,startup,javascript,1,67,20895.5223880597,1400.0,1.4,0.0014,49.2608724,-123.1139529,
174,2013-07-01,startup,https://angel.co/cognilab-technologies,vancouver,crowdsourcing,cognilab technologies,"online laboratory for creating experiments, recruiting participants and analyzing results",225000.0,1-10,seed,cognilab.com,big data,startup,javascript,1,68,3308.823529411765,225.0,0.225,0.000225,49.2608724,-123.1139529,
175,2013-09-01,startup,https://angel.co/border-city-media,white plains,b2b,border city media / buzzangle music,"industry disruptive analytics service for music business companies, brands and advertisers",100000.0,1-10,seed,bordercitymedia.com,big data,startup,javascript,1,66,1515.1515151515152,100.0,0.1,0.0001,41.0339862,-73.7629097,
